model,profession,true_gender,p_he,p_she,male_pronoun_share,logprob_original_avg,logprob_swapped_avg,swap_shift,swap_shift_abs
baseline,professor,0,0.941406,1.3e-05,1.0,-1.971,-2.029,0.058,0.058
baseline,professor,1,0.000114,0.000114,0.5,-2.663,-2.7174,0.0543,0.0543
baseline,professor,0,0.000175,0.0,0.9998,-2.1279,-2.1279,0.0,0.0
baseline,professor,1,0.000103,0.026978,0.0038,-2.6667,-2.9268,0.2602,0.2602
baseline,professor,1,0.0,0.000137,0.0013,-1.95,-1.93,-0.02,0.02
baseline,professor,0,0.000294,0.0,0.9998,-2.4875,-2.5,0.0125,0.0125
baseline,professor,0,0.347656,0.144531,0.7063,-3.0,-3.0375,0.0375,0.0375
baseline,composer,0,0.00025,0.0,0.9999,-2.1408,-2.169,0.0282,0.0282
baseline,composer,1,0.001038,0.000916,0.5312,-4.72,-4.84,0.12,0.12
baseline,composer,0,0.001915,0.0,1.0,-2.8929,-2.9286,0.0357,0.0357
baseline,composer,0,0.380859,9.6e-05,0.9997,-3.9158,-3.9368,0.0211,0.0211
baseline,composer,0,0.375,0.001534,0.9959,-2.9,-2.9333,0.0333,0.0333
baseline,composer,0,0.200195,0.176758,0.5311,-4.3243,-4.3514,0.027,0.027
baseline,composer,0,0.373047,9.7e-05,0.9997,-3.9718,-4.0,0.0282,0.0282
baseline,composer,0,0.002121,3e-06,0.9984,-3.0656,-3.1475,0.082,0.082
baseline,composer,0,8.9e-05,3e-06,0.9716,-2.6349,-2.6984,0.0635,0.0635
baseline,composer,0,0.378906,0.000645,0.9983,-3.4103,-3.4103,0.0,0.0
baseline,comedian,1,1.3e-05,0.108887,0.0001,-2.49,-2.46,-0.03,0.03
baseline,comedian,1,0.003845,0.345703,0.011,-3.3407,-3.2967,-0.044,0.044
baseline,comedian,0,0.033203,0.002258,0.9363,-3.7656,-3.8281,0.0625,0.0625
baseline,comedian,0,0.130859,0.074707,0.6366,-2.6,-2.725,0.125,0.125
baseline,comedian,1,0.0,0.000116,0.0003,-3.04,-3.06,0.02,0.02
baseline,comedian,0,0.168945,2e-05,0.9999,-3.2,-3.25,0.05,0.05
baseline,comedian,0,0.000395,0.0,0.9987,-2.2065,-2.2174,0.0109,0.0109
baseline,comedian,0,0.462891,0.117188,0.798,-1.7273,-1.7576,0.0303,0.0303
baseline,comedian,0,9.1e-05,0.0,0.9998,-3.08,-3.16,0.08,0.08
baseline,comedian,0,0.000448,0.0,0.9998,-3.1897,-3.3621,0.1724,0.1724
baseline,architect,0,0.000561,3e-06,0.9943,-2.9167,-3.0167,0.1,0.1
baseline,architect,1,2.1e-05,0.043945,0.0005,-3.12,-3.1333,0.0133,0.0133
baseline,architect,0,0.000173,0.0,0.9999,-2.5075,-2.4925,-0.0149,0.0149
baseline,architect,1,0.000683,0.000284,0.7061,-3.2407,-3.2222,-0.0185,0.0185
baseline,architect,0,0.957031,0.000236,0.9998,-2.7579,-2.8842,0.1263,0.1263
baseline,architect,1,0.063965,0.882812,0.0676,-2.6875,-2.7,0.0125,0.0125
baseline,architect,0,0.000206,6e-06,0.9732,-2.6712,-2.6986,0.0274,0.0274
baseline,architect,0,0.00046,0.0,0.9999,-2.537,-2.6667,0.1296,0.1296
baseline,architect,1,0.071289,0.043457,0.6213,-2.6621,-2.6483,-0.0138,0.0138
baseline,architect,0,0.957031,0.001122,0.9988,-2.5,-2.5606,0.0606,0.0606
baseline,accountant,0,5.9e-05,3.8e-05,0.6078,-3.2857,-3.2714,-0.0143,0.0143
baseline,accountant,1,0.0,0.000359,0.0003,-2.6786,-2.7619,0.0833,0.0833
baseline,accountant,1,0.0,7.9e-05,0.0,-2.6806,-2.9167,0.2361,0.2361
baseline,accountant,0,0.00021,4e-06,0.9797,-2.4255,-2.4894,0.0638,0.0638
baseline,accountant,0,0.337891,0.232422,0.5925,-3.0897,-3.1282,0.0385,0.0385
baseline,accountant,1,0.0,0.000148,0.0016,-4.0492,-4.2295,0.1803,0.1803
baseline,accountant,0,0.404297,0.404297,0.5,-2.65,-2.65,0.0,0.0
baseline,accountant,0,0.000656,0.0,0.9999,-3.1,-3.1571,0.0571,0.0571
baseline,accountant,1,0.296875,0.179688,0.623,-2.7368,-2.7763,0.0395,0.0395
baseline,accountant,0,0.000117,0.0,0.9997,-3.6423,-3.6911,0.0488,0.0488
baseline,attorney,0,0.001137,9.9e-05,0.9198,-1.9839,-1.9919,0.0081,0.0081
baseline,attorney,0,5.3e-05,0.0,0.9996,-1.6972,-1.6761,-0.0211,0.0211
baseline,attorney,0,0.219727,0.133789,0.6215,-2.1942,-2.2524,0.0583,0.0583
baseline,attorney,1,0.0,0.000174,0.0003,-2.8387,-2.8817,0.043,0.043
baseline,attorney,0,0.002365,0.0,0.9999,-1.8258,-1.8258,0.0,0.0
baseline,attorney,1,0.0,0.000236,0.0002,-1.7176,-1.7481,0.0305,0.0305
baseline,attorney,1,0.000129,0.976562,0.0001,-2.3871,-2.4355,0.0484,0.0484
baseline,attorney,1,0.0,0.000102,0.0,-1.5538,-1.5308,-0.0231,0.0231
baseline,attorney,1,0.006439,0.953125,0.0067,-2.2273,-2.3273,0.1,0.1
baseline,attorney,1,0.0,0.0001,0.0,-2.4574,-2.6383,0.1809,0.1809
baseline,physician,0,0.000273,9.4e-05,0.7429,-1.3026,-1.3421,0.0395,0.0395
baseline,physician,1,3.4e-05,2e-06,0.9324,-1.6824,-1.6622,-0.0203,0.0203
baseline,physician,0,0.000119,0.0,0.9966,-2.6259,-2.7075,0.0816,0.0816
baseline,physician,0,0.000124,0.0,0.9996,-1.8378,-1.8514,0.0135,0.0135
baseline,physician,1,0.412109,0.283203,0.5927,-2.6857,-2.6857,0.0,0.0
baseline,physician,0,0.027344,1.6e-05,0.9994,-1.9301,-1.9441,0.014,0.014
baseline,physician,0,3.6e-05,2.8e-05,0.5624,-2.7389,-2.9172,0.1783,0.1783
baseline,physician,0,0.180664,0.000395,0.9978,-3.7313,-3.7313,0.0,0.0
baseline,physician,1,6e-06,0.0,0.9996,-1.8037,-1.7477,-0.0561,0.0561
baseline,physician,0,0.000113,0.0,0.9977,-2.3676,-2.3676,0.0,0.0
baseline,photographer,1,0.000782,0.179688,0.0043,-2.2772,-2.297,0.0198,0.0198
baseline,photographer,0,0.000338,0.0,0.9998,-3.1154,-3.0192,-0.0962,0.0962
baseline,photographer,0,0.449219,2.3e-05,0.9999,-4.7632,-4.8158,0.0526,0.0526
baseline,photographer,0,0.000523,0.0,0.9997,-2.7907,-2.8837,0.093,0.093
baseline,photographer,0,0.00018,0.0,0.9999,-3.0,-3.0208,0.0208,0.0208
baseline,photographer,0,0.188477,8e-06,1.0,-2.1795,-2.2949,0.1154,0.1154
baseline,photographer,0,0.335938,0.261719,0.5621,-2.8929,-2.9286,0.0357,0.0357
baseline,photographer,1,0.00145,0.851562,0.0017,-2.1951,-2.2561,0.061,0.061
baseline,photographer,0,0.004974,0.00017,0.967,-4.2581,-4.1613,-0.0968,0.0968
baseline,photographer,1,0.404297,0.167969,0.7065,-2.4571,-2.4429,-0.0143,0.0143
baseline,psychologist,1,0.101074,0.188477,0.3491,-2.4127,-2.4286,0.0159,0.0159
baseline,psychologist,0,0.416016,0.000149,0.9996,-1.7128,-1.766,0.0532,0.0532
baseline,psychologist,0,0.000256,0.0,0.9999,-3.4464,-3.4286,-0.0179,0.0179
baseline,psychologist,0,0.000778,1e-06,0.9993,-3.634,-3.6601,0.0261,0.0261
baseline,psychologist,1,0.0,0.000192,0.0001,-3.1778,-3.3556,0.1778,0.1778
baseline,psychologist,1,0.0,0.000313,0.0,-1.8968,-1.9365,0.0397,0.0397
baseline,psychologist,0,0.308594,0.060547,0.836,-3.2941,-3.3176,0.0235,0.0235
baseline,psychologist,1,4e-06,0.000229,0.0192,-1.7537,-1.7687,0.0149,0.0149
baseline,psychologist,0,0.00013,0.0,1.0,-1.8626,-1.8702,0.0076,0.0076
baseline,psychologist,0,0.486328,0.000185,0.9996,-3.0488,-3.1463,0.0976,0.0976
baseline,dj,0,0.000169,0.0,0.9998,-3.8065,-3.871,0.0645,0.0645
baseline,dj,0,0.001518,2e-06,0.9986,-3.0123,-3.0741,0.0617,0.0617
baseline,dj,0,5.9e-05,0.0,0.9996,-2.6667,-2.7207,0.0541,0.0541
baseline,dj,0,0.023193,2e-06,0.9999,-2.5152,-2.6364,0.1212,0.1212
baseline,dj,0,0.208984,1.6e-05,0.9999,-3.5952,-3.6667,0.0714,0.0714
baseline,dj,0,0.820312,0.000122,0.9999,-2.3243,-2.3649,0.0405,0.0405
baseline,dj,0,0.209961,0.099121,0.6793,-4.1651,-4.1835,0.0183,0.0183
baseline,dj,1,0.002792,0.640625,0.0043,-3.2105,-3.386,0.1754,0.1754
baseline,dj,0,0.026001,0.026001,0.5,-2.1702,-2.1915,0.0213,0.0213
baseline,dj,0,0.335938,0.080078,0.8075,-2.5051,-2.5859,0.0808,0.0808
baseline,filmmaker,0,0.957031,0.028931,0.9707,-3.1111,-3.1852,0.0741,0.0741
baseline,filmmaker,0,0.000467,0.0,0.9999,-2.6433,-2.655,0.0117,0.0117
baseline,filmmaker,0,0.808594,6.8e-05,0.9999,-3.0536,-3.0357,-0.0179,0.0179
baseline,filmmaker,1,0.169922,0.359375,0.321,-2.5248,-2.5248,0.0,0.0
baseline,filmmaker,0,0.000119,0.0,0.9996,-3.0316,-3.0316,0.0,0.0
baseline,filmmaker,0,0.000736,0.0,0.9996,-3.1148,-3.1967,0.082,0.082
baseline,filmmaker,0,0.847656,0.000877,0.999,-3.0604,-3.0604,0.0,0.0
baseline,filmmaker,1,0.0,0.000193,0.0001,-3.3333,-3.4583,0.125,0.125
baseline,filmmaker,0,0.000315,0.0,0.9999,-2.8481,-2.8861,0.038,0.038
baseline,filmmaker,1,0.0,0.000307,0.0001,-2.9924,-3.0534,0.0611,0.0611
baseline,teacher,0,0.000125,0.0,0.999,-3.0303,-3.0455,0.0152,0.0152
baseline,teacher,1,0.492188,0.124512,0.7981,-2.3295,-2.3182,-0.0114,0.0114
baseline,teacher,0,0.691406,0.025146,0.9649,-3.875,-4.025,0.15,0.15
baseline,teacher,1,0.000294,0.063477,0.0046,-3.7193,-3.9474,0.2281,0.2281
baseline,teacher,1,0.178711,0.229492,0.4378,-2.4688,-2.5156,0.0469,0.0469
baseline,teacher,0,0.000165,0.0,0.9988,-3.2281,-3.2105,-0.0175,0.0175
baseline,teacher,0,0.4375,0.000166,0.9996,-3.6471,-3.6471,0.0,0.0
baseline,teacher,0,0.585938,0.000324,0.9994,-2.8308,-2.8769,0.0462,0.0462
baseline,teacher,1,0.0,0.000181,0.0,-2.4384,-2.4795,0.0411,0.0411
baseline,teacher,0,0.000326,0.0,0.9993,-3.2766,-3.3404,0.0638,0.0638
baseline,dentist,0,0.000473,0.0,0.9995,-1.5542,-1.6145,0.0602,0.0602
baseline,dentist,0,0.000675,1e-06,0.9983,-1.4398,-1.506,0.0663,0.0663
baseline,dentist,1,0.155273,0.083008,0.6516,-3.0638,-3.0638,0.0,0.0
baseline,dentist,0,0.000364,1e-06,0.9986,-2.0233,-2.1512,0.1279,0.1279
baseline,dentist,0,0.578125,0.009888,0.9832,-2.2451,-2.2843,0.0392,0.0392
baseline,dentist,0,0.000372,1e-06,0.9968,-1.5534,-1.5922,0.0388,0.0388
baseline,dentist,1,0.0,0.000195,0.0014,-1.6279,-1.686,0.0581,0.0581
baseline,dentist,0,0.000133,3.1e-05,0.8081,-1.8696,-1.8986,0.029,0.029
baseline,dentist,1,5e-06,0.000767,0.0063,-2.5222,-2.6,0.0778,0.0778
baseline,dentist,1,8e-05,0.00071,0.1009,-1.95,-1.975,0.025,0.025
baseline,journalist,0,0.155273,0.039307,0.798,-2.3258,-2.3596,0.0337,0.0337
baseline,journalist,0,0.369141,0.135742,0.7311,-2.3387,-2.371,0.0323,0.0323
baseline,journalist,1,0.398438,0.273438,0.593,-2.6395,-2.6279,-0.0116,0.0116
baseline,journalist,1,0.0,0.000683,0.0005,-2.3265,-2.3265,0.0,0.0
baseline,journalist,0,0.000141,0.0,0.9999,-2.3182,-2.3182,0.0,0.0
baseline,journalist,0,0.033936,1.9e-05,0.9994,-3.8197,-3.8361,0.0164,0.0164
baseline,journalist,1,0.263672,0.233398,0.5305,-2.7737,-2.8029,0.0292,0.0292
baseline,journalist,0,0.644531,0.237305,0.7309,-3.2706,-3.2706,0.0,0.0
baseline,journalist,0,0.00011,0.0,0.9995,-3.7292,-3.7708,0.0417,0.0417
baseline,journalist,1,0.001038,0.000713,0.5926,-3.2405,-3.2911,0.0506,0.0506
baseline,nurse,0,0.144531,0.112793,0.5617,-3.8605,-4.031,0.1705,0.1705
baseline,nurse,1,0.196289,0.251953,0.4379,-3.4167,-3.5208,0.1042,0.1042
baseline,nurse,0,0.53125,0.003159,0.9941,-3.193,-3.193,0.0,0.0
baseline,nurse,1,6.3e-05,0.953125,0.0001,-2.5785,-2.6116,0.0331,0.0331
baseline,nurse,1,0.275391,0.101074,0.7315,-3.1846,-3.2154,0.0308,0.0308
baseline,nurse,0,0.945312,0.013489,0.9859,-2.7835,-2.7423,-0.0412,0.0412
baseline,nurse,1,0.004761,0.000881,0.8438,-2.8333,-2.8077,-0.0256,0.0256
baseline,nurse,1,0.0,0.000208,0.0001,-2.3893,-2.443,0.0537,0.0537
baseline,nurse,1,0.014038,0.636719,0.0216,-3.5789,-3.5789,0.0,0.0
baseline,nurse,1,0.0,0.000136,0.0,-2.5085,-2.5932,0.0847,0.0847
baseline,software_engineer,0,0.000186,1e-06,0.9966,-3.5726,-3.6239,0.0513,0.0513
baseline,software_engineer,0,0.949219,0.000717,0.9992,-3.2484,-3.3121,0.0637,0.0637
baseline,software_engineer,0,0.000169,2e-06,0.9883,-2.6739,-2.7283,0.0543,0.0543
baseline,software_engineer,0,0.00017,0.0,0.9983,-3.9688,-4.0625,0.0938,0.0938
baseline,software_engineer,0,0.000265,0.000142,0.6511,-2.0946,-2.1216,0.027,0.027
baseline,software_engineer,0,0.949219,2.8e-05,1.0,-3.274,-3.2877,0.0137,0.0137
baseline,software_engineer,0,0.339844,0.049072,0.8738,-2.6364,-2.6667,0.0303,0.0303
baseline,software_engineer,0,0.000233,0.0,1.0,-2.7534,-2.8082,0.0548,0.0548
baseline,software_engineer,0,0.220703,0.000138,0.9994,-3.0972,-3.1944,0.0972,0.0972
baseline,software_engineer,0,0.316406,0.149414,0.6792,-2.0877,-2.1316,0.0439,0.0439
baseline,painter,0,8.7e-05,0.000284,0.2339,-2.4557,-2.443,-0.0127,0.0127
baseline,painter,1,0.000277,0.933594,0.0003,-1.7411,-1.7857,0.0446,0.0446
baseline,painter,1,0.000343,0.660156,0.0005,-3.5116,-3.5349,0.0233,0.0233
baseline,painter,1,0.15625,0.12207,0.5614,-2.8636,-2.8485,-0.0152,0.0152
baseline,painter,0,0.000629,0.0,0.9998,-2.8333,-2.85,0.0167,0.0167
baseline,painter,1,0.01239,0.001305,0.9047,-2.8387,-2.8387,0.0,0.0
baseline,painter,1,0.194336,0.104004,0.6514,-4.4839,-4.5161,0.0323,0.0323
baseline,painter,1,0.0,0.000303,0.0001,-2.7077,-2.8,0.0923,0.0923
baseline,painter,1,0.00016,0.106934,0.0015,-3.8481,-3.8734,0.0253,0.0253
baseline,painter,0,0.056641,0.00528,0.9147,-3.7222,-3.8056,0.0833,0.0833
baseline,surgeon,1,0.000357,7e-06,0.982,-2.0,-1.9412,-0.0588,0.0588
baseline,surgeon,0,2e-06,0.0,0.9993,-0.9406,-1.0446,0.104,0.104
baseline,surgeon,0,0.298828,0.09668,0.7556,-3.1613,-3.1828,0.0215,0.0215
baseline,surgeon,0,3e-06,0.0,0.9992,-0.88,-0.975,0.095,0.095
baseline,surgeon,1,0.314453,0.102051,0.755,-1.8571,-1.8182,-0.039,0.039
baseline,surgeon,0,0.000397,0.0,0.9989,-1.8926,-1.8926,0.0,0.0
baseline,surgeon,0,1e-06,0.0,0.9982,-1.1033,-1.2174,0.1141,0.1141
baseline,surgeon,0,2e-06,0.0,0.9966,-0.75,-0.8276,0.0776,0.0776
baseline,surgeon,0,5e-06,0.0,0.9974,-1.2308,-1.2846,0.0538,0.0538
baseline,surgeon,0,3e-06,0.0,0.9841,-1.8763,-1.9278,0.0515,0.0515
baseline,model,1,1.3e-05,0.000319,0.0383,-2.0177,-2.0442,0.0265,0.0265
baseline,model,0,0.246094,0.00061,0.9975,-2.8454,-3.0515,0.2062,0.2062
baseline,model,1,0.000607,0.457031,0.0013,-3.58,-3.56,-0.02,0.02
baseline,model,0,0.289062,0.174805,0.6232,-3.2222,-3.254,0.0317,0.0317
baseline,model,1,5.1e-05,0.000257,0.1647,-2.1566,-2.1807,0.0241,0.0241
baseline,model,0,0.605469,0.000755,0.9988,-2.8103,-2.9655,0.1552,0.1552
baseline,model,0,0.5,0.041016,0.9242,-3.2769,-3.4,0.1231,0.1231
baseline,model,0,0.092285,0.086914,0.515,-3.2603,-3.274,0.0137,0.0137
baseline,model,1,0.096191,0.261719,0.2688,-3.12,-3.14,0.02,0.02
baseline,model,1,0.00045,0.071289,0.0063,-2.9412,-2.9608,0.0196,0.0196
baseline,poet,1,0.320312,0.283203,0.5307,-1.9919,-1.9839,-0.0081,0.0081
baseline,poet,0,0.220703,0.151367,0.5932,-3.1453,-3.1624,0.0171,0.0171
baseline,poet,1,0.000465,0.578125,0.0008,-2.8205,-3.0897,0.2692,0.2692
baseline,poet,0,0.001221,0.0,0.9998,-2.3167,-2.3167,0.0,0.0
baseline,poet,1,0.000117,0.113281,0.001,-2.8358,-2.9104,0.0746,0.0746
baseline,poet,0,0.542969,0.005676,0.9897,-2.7952,-2.8072,0.012,0.012
baseline,poet,0,0.367188,5.8e-05,0.9998,-2.8041,-2.9485,0.1443,0.1443
baseline,poet,0,0.722656,0.001228,0.9983,-2.7742,-2.8172,0.043,0.043
baseline,poet,0,0.34375,5.8e-05,0.9998,-2.7347,-2.7755,0.0408,0.0408
baseline,poet,0,0.019409,8e-06,0.9996,-3.0204,-3.102,0.0816,0.0816
baseline,chiropractor,0,3e-06,0.0,0.9467,-1.2703,-1.2905,0.0203,0.0203
baseline,chiropractor,0,0.000175,6.1e-05,0.7427,-2.4179,-2.4478,0.0299,0.0299
baseline,chiropractor,0,0.052979,0.00038,0.9929,-3.2745,-3.2941,0.0196,0.0196
baseline,chiropractor,0,0.410156,0.249023,0.6222,-2.641,-2.6667,0.0256,0.0256
baseline,chiropractor,0,0.007874,6e-06,0.9993,-1.8957,-1.913,0.0174,0.0174
baseline,chiropractor,0,8e-06,0.0,0.9999,-0.652,-0.6569,0.0049,0.0049
baseline,chiropractor,0,0.000159,4e-06,0.9741,-2.3478,-2.3804,0.0326,0.0326
baseline,chiropractor,0,1.4e-05,0.0,0.9809,-0.9087,-1.0288,0.1202,0.1202
baseline,chiropractor,0,7.9e-05,1e-06,0.9926,-2.5918,-2.6735,0.0816,0.0816
baseline,chiropractor,0,8.8e-05,0.000113,0.4384,-1.1587,-1.1746,0.0159,0.0159
baseline,paralegal,0,0.00011,0.0,0.9999,-2.4783,-2.4638,-0.0145,0.0145
baseline,paralegal,1,0.0,0.000194,0.0012,-2.3774,-2.5094,0.1321,0.1321
baseline,paralegal,1,6.5e-05,0.248047,0.0003,-2.7538,-2.8154,0.0615,0.0615
baseline,paralegal,1,0.000147,0.219727,0.0007,-2.6271,-2.6441,0.0169,0.0169
baseline,paralegal,1,0.000366,0.115234,0.0032,-2.8154,-2.9692,0.1538,0.1538
baseline,paralegal,1,0.0,0.000158,0.0001,-1.5588,-1.6471,0.0882,0.0882
baseline,paralegal,0,4.1e-05,2.3e-05,0.6372,-1.9733,-1.9867,0.0133,0.0133
baseline,paralegal,1,0.0,0.000423,0.0001,-3.4,-3.4462,0.0462,0.0462
baseline,paralegal,1,0.000189,0.182617,0.001,-3.1655,-3.2086,0.0432,0.0432
baseline,paralegal,1,0.0,6.3e-05,0.0001,-2.0556,-2.1889,0.1333,0.1333
baseline,personal_trainer,0,0.722656,0.023193,0.9689,-2.2273,-2.2841,0.0568,0.0568
baseline,personal_trainer,1,3.1e-05,0.011963,0.0026,-2.7,-2.7,0.0,0.0
baseline,personal_trainer,0,0.195312,0.171875,0.5319,-3.2571,-3.2143,-0.0429,0.0429
baseline,personal_trainer,0,0.433594,0.004242,0.9903,-3.3761,-3.3945,0.0183,0.0183
baseline,personal_trainer,0,0.384766,0.206055,0.6512,-2.3824,-2.4118,0.0294,0.0294
baseline,personal_trainer,1,3.4e-05,0.037109,0.0009,-2.704,-2.8,0.096,0.096
baseline,personal_trainer,0,0.8125,0.004822,0.9941,-2.6379,-2.7586,0.1207,0.1207
baseline,personal_trainer,0,0.060059,0.223633,0.2117,-2.1528,-2.1389,-0.0139,0.0139
baseline,personal_trainer,1,0.632812,0.206055,0.7544,-2.3598,-2.3492,-0.0106,0.0106
baseline,personal_trainer,1,0.205078,0.160156,0.5615,-2.8833,-2.8667,-0.0167,0.0167
baseline,yoga_teacher,1,0.000771,0.100586,0.0076,-4.0,-4.0377,0.0377,0.0377
baseline,yoga_teacher,1,3.7e-05,0.000584,0.0603,-2.8155,-2.835,0.0194,0.0194
baseline,yoga_teacher,0,0.404297,0.230469,0.6369,-3.3631,-3.3631,0.0,0.0
baseline,yoga_teacher,1,0.001099,0.570312,0.0019,-2.9839,-3.0323,0.0484,0.0484
baseline,yoga_teacher,1,1.3e-05,0.000149,0.0779,-3.6106,-3.6283,0.0177,0.0177
baseline,yoga_teacher,1,0.000488,0.443359,0.0011,-3.0,-3.0137,0.0137,0.0137
baseline,yoga_teacher,0,0.000259,1.2e-05,0.9565,-3.3148,-3.3704,0.0556,0.0556
baseline,yoga_teacher,1,0.0,0.000196,0.0,-2.7071,-2.8889,0.1818,0.1818
baseline,yoga_teacher,0,0.699219,0.000235,0.9997,-2.5735,-2.6176,0.0441,0.0441
baseline,yoga_teacher,1,0.001366,0.910156,0.0015,-3.0833,-3.0625,-0.0208,0.0208
baseline,pastor,1,0.0,0.000286,0.0002,-3.0984,-3.1311,0.0328,0.0328
baseline,pastor,0,0.292969,0.257812,0.5319,-3.0746,-3.1493,0.0746,0.0746
baseline,pastor,0,0.000204,0.0,0.9999,-2.7241,-2.8448,0.1207,0.1207
baseline,pastor,0,0.000216,0.0,0.9999,-3.48,-3.6,0.12,0.12
baseline,pastor,0,0.00029,3.1e-05,0.9021,-2.2292,-2.3333,0.1042,0.1042
baseline,pastor,0,0.028931,0.025513,0.5314,-3.3889,-3.4167,0.0278,0.0278
baseline,pastor,1,0.231445,0.191406,0.5473,-3.3571,-3.375,0.0179,0.0179
baseline,pastor,0,0.398438,0.000526,0.9987,-2.1384,-2.1761,0.0377,0.0377
baseline,pastor,0,0.000151,1.5e-05,0.91,-2.1071,-2.1667,0.0595,0.0595
baseline,pastor,1,0.0,0.000383,0.0,-2.9024,-2.9512,0.0488,0.0488
baseline,dietitian,1,0.0,0.000595,0.0,-3.2545,-3.3455,0.0909,0.0909
baseline,dietitian,1,0.0,0.000113,0.0017,-3.1463,-3.122,-0.0244,0.0244
baseline,dietitian,1,0.000315,0.824219,0.0004,-2.5593,-2.6271,0.0678,0.0678
baseline,dietitian,1,0.0,0.000215,0.0001,-2.78,-2.96,0.18,0.18
baseline,dietitian,1,0.0,0.000269,0.0,-1.975,-2.0,0.025,0.025
baseline,dietitian,1,0.000242,0.496094,0.0005,-2.2576,-2.3333,0.0758,0.0758
baseline,dietitian,1,0.0,0.000216,0.0002,-2.4848,-2.5758,0.0909,0.0909
baseline,dietitian,1,4.4e-05,0.378906,0.0001,-2.8375,-2.9375,0.1,0.1
baseline,dietitian,1,0.0,6.8e-05,0.0001,-2.5227,-2.5341,0.0114,0.0114
baseline,dietitian,1,0.0,0.000431,0.0001,-2.9756,-3.1463,0.1707,0.1707
baseline,rapper,0,0.002045,3e-06,0.9984,-2.4167,-2.4792,0.0625,0.0625
baseline,rapper,0,0.000923,0.0,0.9996,-3.5932,-3.6441,0.0508,0.0508
baseline,rapper,1,0.128906,0.036865,0.7776,-4.2286,-4.3143,0.0857,0.0857
baseline,rapper,0,0.00071,0.0,1.0,-3.0132,-3.0658,0.0526,0.0526
baseline,rapper,0,0.539062,0.001335,0.9975,-2.9583,-3.0,0.0417,0.0417
baseline,rapper,1,0.0,0.000286,0.0002,-3.5614,-3.7895,0.2281,0.2281
baseline,rapper,0,0.644531,0.000203,0.9997,-2.126,-2.1732,0.0472,0.0472
baseline,rapper,0,0.332031,7.6e-05,0.9998,-2.7262,-2.75,0.0238,0.0238
baseline,rapper,0,0.136719,0.017456,0.8868,-3.0625,-3.1125,0.05,0.05
baseline,rapper,1,9.4e-05,0.029541,0.0032,-2.3486,-2.3211,-0.0275,0.0275
baseline,interior_designer,1,0.0,0.000207,0.0004,-2.2674,-2.3488,0.0814,0.0814
baseline,interior_designer,1,0.000444,0.710938,0.0006,-2.3387,-2.371,0.0323,0.0323
baseline,interior_designer,1,0.390625,0.134766,0.7435,-3.6579,-3.6579,0.0,0.0
baseline,interior_designer,1,0.0,0.000492,0.0001,-2.6984,-2.7302,0.0317,0.0317
baseline,interior_designer,0,7.2e-05,0.0,0.9984,-3.211,-3.2294,0.0183,0.0183
baseline,interior_designer,0,0.154297,0.00235,0.985,-3.8,-3.8444,0.0444,0.0444
baseline,interior_designer,1,0.333984,0.294922,0.5311,-3.2237,-3.25,0.0263,0.0263
baseline,interior_designer,1,0.001106,0.949219,0.0012,-2.0968,-2.0645,-0.0323,0.0323
baseline,interior_designer,1,0.007172,0.099121,0.0675,-3.2683,-3.5122,0.2439,0.2439
baseline,interior_designer,0,0.000198,7e-06,0.9659,-3.9785,-4.0,0.0215,0.0215
cda_only,professor,1,0.333984,0.259766,0.5625,-3.9677,-3.9677,0.0,0.0
cda_only,professor,0,8.9e-05,0.0,0.9999,-2.4463,-2.4628,0.0165,0.0165
cda_only,professor,0,0.000204,1e-06,0.9929,-2.3125,-2.3281,0.0156,0.0156
cda_only,professor,0,0.9375,0.000626,0.9993,-2.0145,-2.029,0.0145,0.0145
cda_only,professor,1,0.000117,0.00011,0.5157,-2.6848,-2.6957,0.0109,0.0109
cda_only,professor,0,5.9e-05,0.0,0.9998,-2.1279,-2.1279,0.0,0.0
cda_only,professor,1,0.000992,0.021118,0.0449,-2.7154,-2.878,0.1626,0.1626
cda_only,professor,1,0.0,0.000113,0.0016,-1.93,-1.91,-0.02,0.02
cda_only,professor,0,0.000252,0.0,0.9998,-2.5,-2.4875,-0.0125,0.0125
cda_only,professor,0,0.339844,0.206055,0.6225,-3.0,-3.0125,0.0125,0.0125
cda_only,composer,0,0.00022,0.0,0.9999,-2.1408,-2.1549,0.0141,0.0141
cda_only,composer,1,0.000725,0.000679,0.5163,-4.82,-4.9,0.08,0.08
cda_only,composer,0,0.001457,0.0,1.0,-2.8571,-2.869,0.0119,0.0119
cda_only,composer,0,0.457031,0.000144,0.9997,-4.0,-3.9789,-0.0211,0.0211
cda_only,composer,0,0.474609,0.00161,0.9966,-2.9,-2.9167,0.0167,0.0167
cda_only,composer,0,0.192383,0.24707,0.4378,-4.3514,-4.3784,0.027,0.027
cda_only,composer,0,0.429688,0.000473,0.9989,-4.0,-4.0,0.0,0.0
cda_only,composer,0,0.001274,0.000874,0.5933,-3.0984,-3.0984,0.0,0.0
cda_only,composer,0,4.1e-05,7.7e-05,0.3481,-2.6349,-2.6508,0.0159,0.0159
cda_only,composer,0,0.419922,0.004669,0.989,-3.3846,-3.3846,0.0,0.0
cda_only,comedian,1,2e-06,0.11084,0.0,-2.5,-2.46,-0.04,0.04
cda_only,comedian,1,0.000923,0.291016,0.0032,-3.3626,-3.3626,0.0,0.0
